Tarikh,Waktu,Negeri,Kawasan,API
14/2/2014,1:00PM,Johor,Kota Tinggi,33
14/2/2014,1:00PM,Kelantan,Tanah Merah ,51
14/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",36
14/2/2014,1:00PM,Terengganu,Kemaman,51
14/2/2014,1:00PM,Terengganu,Paka,39
14/2/2014,1:00PM,Terengganu,Kuala Terengganu,28
14/2/2014,1:00PM,Pahang,Jerantut,20
14/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",44
14/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",54
14/2/2014,1:00PM,Sarawak,Kuching,21
14/2/2014,1:00PM,Sarawak,Sibu,25
14/2/2014,1:00PM,Sarawak,Bintulu,26
14/2/2014,1:00PM,Sarawak,Miri,19
14/2/2014,1:00PM,Sarawak,ILP Miri,17
14/2/2014,1:00PM,Sarawak,Sarikei,22
14/2/2014,1:00PM,Sarawak,Limbang,24
14/2/2014,1:00PM,Sarawak,Samarahan,29
14/2/2014,1:00PM,Sarawak,Sri Aman,30
14/2/2014,1:00PM,Sabah,Kota Kinabalu,31
14/2/2014,1:00PM,Sabah,Tawau,25
14/2/2014,1:00PM,Sabah,Keningau,28
14/2/2014,1:00PM,Sabah,Sandakan,19
15/2/2014,1:00PM,Perlis,Kangar,56
15/2/2014,1:00PM,Kedah,Langkawi,42
15/2/2014,1:00PM,Kedah,Alor Setar,40
15/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",67
15/2/2014,1:00PM,Pulau Pinang,USM,55
15/2/2014,1:00PM,Pulau Pinang,Perai,67
15/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",51
15/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",56
15/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",65
15/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",49
15/2/2014,1:00PM,Perak,Seri Manjung,51
15/2/2014,1:00PM,Perak,Tanjung Malim,46
15/2/2014,1:00PM,Selangor,Pelabuhan Kelang,64
15/2/2014,1:00PM,Selangor,Banting,54
15/2/2014,1:00PM,Selangor,Shah Alam,43
15/2/2014,1:00PM,Selangor,Kuala Selangor,37
15/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",45
15/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",57
15/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,43
15/2/2014,1:00PM,Wilayah Persekutuan,Labuan,32
15/2/2014,1:00PM,Negeri Sembilan,Seremban,36
15/2/2014,1:00PM,Negeri Sembilan,Port Dickson,44
15/2/2014,1:00PM,Melaka,Bukit Rambai,57
15/2/2014,1:00PM,Melaka,Bandaraya Melaka,41
15/2/2014,1:00PM,Johor,Pasir Gudang,42
15/2/2014,1:00PM,Johor,Larkin Lama,41
15/2/2014,1:00PM,Johor,Muar,44
15/2/2014,1:00PM,Johor,Kota Tinggi,38
15/2/2014,1:00PM,Kelantan,Tanah Merah ,50
15/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",45
15/2/2014,1:00PM,Terengganu,Kemaman,51
15/2/2014,1:00PM,Terengganu,Paka,45
15/2/2014,1:00PM,Terengganu,Kuala Terengganu,33
15/2/2014,1:00PM,Pahang,Jerantut,34
15/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",50
15/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",57
15/2/2014,1:00PM,Sarawak,Kuching,29
15/2/2014,1:00PM,Sarawak,Sibu,26
15/2/2014,1:00PM,Sarawak,Bintulu,22
15/2/2014,1:00PM,Sarawak,Miri,16
15/2/2014,1:00PM,Sarawak,ILP Miri,28
15/2/2014,1:00PM,Sarawak,Sarikei,22
15/2/2014,1:00PM,Sarawak,Limbang,24
15/2/2014,1:00PM,Sarawak,Samarahan,34
15/2/2014,1:00PM,Sarawak,Sri Aman,26
15/2/2014,1:00PM,Sabah,Kota Kinabalu,28
15/2/2014,1:00PM,Sabah,Tawau,22
15/2/2014,1:00PM,Sabah,Keningau,28
15/2/2014,1:00PM,Sabah,Sandakan,20
16/2/2014,1:00PM,Perlis,Kangar,57
16/2/2014,1:00PM,Kedah,Langkawi,40
16/2/2014,1:00PM,Kedah,Alor Setar,39
16/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",63
16/2/2014,1:00PM,Pulau Pinang,USM,65
16/2/2014,1:00PM,Pulau Pinang,Perai,73
16/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",72
16/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",52
16/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",52
16/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",49
16/2/2014,1:00PM,Perak,Seri Manjung,51
16/2/2014,1:00PM,Perak,Tanjung Malim,46
16/2/2014,1:00PM,Selangor,Pelabuhan Kelang,59
16/2/2014,1:00PM,Selangor,Petaling Jaya,42
16/2/2014,1:00PM,Selangor,Banting,55
16/2/2014,1:00PM,Selangor,Shah Alam,48
16/2/2014,1:00PM,Selangor,Kuala Selangor,42
16/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",39
16/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",31
16/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,34
16/2/2014,1:00PM,Wilayah Persekutuan,Labuan,32
16/2/2014,1:00PM,Negeri Sembilan,Nilai,51
16/2/2014,1:00PM,Negeri Sembilan,Seremban,36
16/2/2014,1:00PM,Negeri Sembilan,Port Dickson,41
16/2/2014,1:00PM,Melaka,Bukit Rambai,51
16/2/2014,1:00PM,Melaka,Bandaraya Melaka,40
16/2/2014,1:00PM,Johor,Pasir Gudang,56
16/2/2014,1:00PM,Johor,Larkin Lama,44
16/2/2014,1:00PM,Johor,Muar,45
16/2/2014,1:00PM,Johor,Kota Tinggi,45
16/2/2014,1:00PM,Kelantan,Tanah Merah ,54
16/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",35
16/2/2014,1:00PM,Terengganu,Kemaman,51
16/2/2014,1:00PM,Terengganu,Paka,43
16/2/2014,1:00PM,Terengganu,Kuala Terengganu,23
16/2/2014,1:00PM,Pahang,Jerantut,36
16/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",46
16/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",56
16/2/2014,1:00PM,Sarawak,Kuching,23
16/2/2014,1:00PM,Sarawak,Sibu,27
16/2/2014,1:00PM,Sarawak,Bintulu,36
16/2/2014,1:00PM,Sarawak,Miri,30
16/2/2014,1:00PM,Sarawak,ILP Miri,17
16/2/2014,1:00PM,Sarawak,Sarikei,34
16/2/2014,1:00PM,Sarawak,Limbang,19
16/2/2014,1:00PM,Sarawak,Samarahan,33
16/2/2014,1:00PM,Sarawak,Sri Aman,27
16/2/2014,1:00PM,Sabah,Kota Kinabalu,20
16/2/2014,1:00PM,Sabah,Keningau,21
17/2/2014,1:00PM,Perlis,Kangar,54
17/2/2014,1:00PM,Kedah,Langkawi,36
17/2/2014,1:00PM,Kedah,Alor Setar,37
17/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",69
17/2/2014,1:00PM,Pulau Pinang,USM,51
17/2/2014,1:00PM,Pulau Pinang,Perai,53
17/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",52
17/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",50
17/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",52
17/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",48
17/2/2014,1:00PM,Perak,Seri Manjung,52
17/2/2014,1:00PM,Perak,Tanjung Malim,47
17/2/2014,1:00PM,Selangor,Pelabuhan Kelang,65
17/2/2014,1:00PM,Selangor,Petaling Jaya,44
17/2/2014,1:00PM,Selangor,Banting,55
17/2/2014,1:00PM,Selangor,Shah Alam,47
17/2/2014,1:00PM,Selangor,Kuala Selangor,50
17/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",46
17/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",55
17/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,37
17/2/2014,1:00PM,Wilayah Persekutuan,Labuan,26
17/2/2014,1:00PM,Negeri Sembilan,Nilai,45
17/2/2014,1:00PM,Negeri Sembilan,Seremban,33
17/2/2014,1:00PM,Negeri Sembilan,Port Dickson,40
17/2/2014,1:00PM,Melaka,Bukit Rambai,53
17/2/2014,1:00PM,Melaka,Bandaraya Melaka,50
17/2/2014,1:00PM,Johor,Pasir Gudang,53
17/2/2014,1:00PM,Johor,Larkin Lama,39
17/2/2014,1:00PM,Johor,Muar,48
17/2/2014,1:00PM,Johor,Kota Tinggi,39
17/2/2014,1:00PM,Kelantan,Tanah Merah ,53
17/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",32
17/2/2014,1:00PM,Terengganu,Kemaman,43
17/2/2014,1:00PM,Terengganu,Kuala Terengganu,24
17/2/2014,1:00PM,Pahang,Jerantut,27
17/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",41
17/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",54
17/2/2014,1:00PM,Sarawak,Kuching,22
17/2/2014,1:00PM,Sarawak,Sibu,35
17/2/2014,1:00PM,Sarawak,Bintulu,35
17/2/2014,1:00PM,Sarawak,Miri,19
17/2/2014,1:00PM,Sarawak,ILP Miri,19
17/2/2014,1:00PM,Sarawak,Sarikei,29
17/2/2014,1:00PM,Sarawak,Limbang,20
17/2/2014,1:00PM,Sarawak,Samarahan,31
17/2/2014,1:00PM,Sarawak,Sri Aman,25
17/2/2014,1:00PM,Sarawak,Kapit,34
17/2/2014,1:00PM,Sabah,Kota Kinabalu,16
17/2/2014,1:00PM,Sabah,Tawau,25
17/2/2014,1:00PM,Sabah,Keningau,23
17/2/2014,1:00PM,Sabah,Sandakan,27
18/2/2014,1:00PM,Perlis,Kangar,52
18/2/2014,1:00PM,Kedah,Langkawi,32
18/2/2014,1:00PM,Kedah,Alor Setar,45
18/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",65
18/2/2014,1:00PM,Pulau Pinang,USM,57
18/2/2014,1:00PM,Pulau Pinang,Perai,55
18/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",54
18/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",57
18/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",62
18/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",45
18/2/2014,1:00PM,Perak,Seri Manjung,60
18/2/2014,1:00PM,Perak,Tanjung Malim,53
18/2/2014,1:00PM,Selangor,Pelabuhan Kelang,70
18/2/2014,1:00PM,Selangor,Petaling Jaya,51
18/2/2014,1:00PM,Selangor,Banting,64
18/2/2014,1:00PM,Selangor,Shah Alam,71
18/2/2014,1:00PM,Selangor,Kuala Selangor,55
18/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",51
18/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",50
18/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,50
18/2/2014,1:00PM,Wilayah Persekutuan,Labuan,41
18/2/2014,1:00PM,Negeri Sembilan,Seremban,29
18/2/2014,1:00PM,Negeri Sembilan,Port Dickson,35
18/2/2014,1:00PM,Melaka,Bukit Rambai,51
18/2/2014,1:00PM,Johor,Pasir Gudang,58
18/2/2014,1:00PM,Johor,Muar,40
18/2/2014,1:00PM,Johor,Kota Tinggi,33
18/2/2014,1:00PM,Kelantan,Tanah Merah ,51
18/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",32
18/2/2014,1:00PM,Terengganu,Kemaman,44
18/2/2014,1:00PM,Terengganu,Paka,30
18/2/2014,1:00PM,Pahang,Jerantut,26
18/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",38
18/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",51
18/2/2014,1:00PM,Sarawak,Kuching,39
18/2/2014,1:00PM,Sarawak,Sibu,29
18/2/2014,1:00PM,Sarawak,Bintulu,34
18/2/2014,1:00PM,Sarawak,Miri,42
18/2/2014,1:00PM,Sarawak,ILP Miri,24
18/2/2014,1:00PM,Sarawak,Sarikei,24
18/2/2014,1:00PM,Sarawak,Samarahan,41
18/2/2014,1:00PM,Sarawak,Sri Aman,31
18/2/2014,1:00PM,Sarawak,Kapit,26
18/2/2014,1:00PM,Sabah,Kota Kinabalu,28
18/2/2014,1:00PM,Sabah,Tawau,25
18/2/2014,1:00PM,Sabah,Keningau,26
18/2/2014,1:00PM,Sabah,Sandakan,23
19/2/2014,1:00PM,Perlis,Kangar,51
19/2/2014,1:00PM,Kedah,Langkawi,33
19/2/2014,1:00PM,Kedah,Alor Setar,42
19/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",71
19/2/2014,1:00PM,Pulau Pinang,USM,72
19/2/2014,1:00PM,Pulau Pinang,Perai,58
19/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",59
19/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",68
19/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",65
19/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",62
19/2/2014,1:00PM,Perak,Seri Manjung,53
19/2/2014,1:00PM,Perak,Tanjung Malim,61
19/2/2014,1:00PM,Selangor,Pelabuhan Kelang,85
19/2/2014,1:00PM,Selangor,Petaling Jaya,63
19/2/2014,1:00PM,Selangor,Banting,86
19/2/2014,1:00PM,Selangor,Shah Alam,83
19/2/2014,1:00PM,Selangor,Kuala Selangor,57
19/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",59
19/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",60
19/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,71
19/2/2014,1:00PM,Wilayah Persekutuan,Labuan,41
19/2/2014,1:00PM,Negeri Sembilan,Nilai,63
19/2/2014,1:00PM,Negeri Sembilan,Seremban,50
19/2/2014,1:00PM,Negeri Sembilan,Port Dickson,63
19/2/2014,1:00PM,Melaka,Bukit Rambai,58
19/2/2014,1:00PM,Melaka,Bandaraya Melaka,41
19/2/2014,1:00PM,Johor,Pasir Gudang,41
19/2/2014,1:00PM,Johor,Larkin Lama,38
19/2/2014,1:00PM,Johor,Muar,54
19/2/2014,1:00PM,Johor,Kota Tinggi,29
19/2/2014,1:00PM,Kelantan,Tanah Merah ,50
19/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",32
19/2/2014,1:00PM,Terengganu,Kemaman,41
19/2/2014,1:00PM,Terengganu,Paka,29
19/2/2014,1:00PM,Pahang,Jerantut,31
19/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",40
19/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",52
19/2/2014,1:00PM,Sarawak,Kuching,29
19/2/2014,1:00PM,Sarawak,Sibu,43
19/2/2014,1:00PM,Sarawak,Bintulu,51
19/2/2014,1:00PM,Sarawak,Miri,31
19/2/2014,1:00PM,Sarawak,ILP Miri,33
19/2/2014,1:00PM,Sarawak,Sarikei,24
19/2/2014,1:00PM,Sarawak,Limbang,32
19/2/2014,1:00PM,Sarawak,Samarahan,37
19/2/2014,1:00PM,Sarawak,Sri Aman,30
19/2/2014,1:00PM,Sarawak,Kapit,34
19/2/2014,1:00PM,Sabah,Kota Kinabalu,32
19/2/2014,1:00PM,Sabah,Tawau,29
19/2/2014,1:00PM,Sabah,Keningau,29
19/2/2014,1:00PM,Sabah,Sandakan,46
20/2/2014,1:00PM,Perlis,Kangar,52
20/2/2014,1:00PM,Kedah,Langkawi,35
20/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",60
20/2/2014,1:00PM,Pulau Pinang,USM,67
20/2/2014,1:00PM,Pulau Pinang,Perai,48
20/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",47
20/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",52
20/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",67
20/2/2014,1:00PM,Perak,Seri Manjung,53
20/2/2014,1:00PM,Perak,Tanjung Malim,59
20/2/2014,1:00PM,Selangor,Pelabuhan Kelang,77
20/2/2014,1:00PM,Selangor,Petaling Jaya,65
20/2/2014,1:00PM,Selangor,Banting,64
20/2/2014,1:00PM,Selangor,Shah Alam,64
20/2/2014,1:00PM,Selangor,Kuala Selangor,58
20/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",63
20/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",53
20/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,54
20/2/2014,1:00PM,Wilayah Persekutuan,Labuan,37
20/2/2014,1:00PM,Negeri Sembilan,Nilai,70
20/2/2014,1:00PM,Negeri Sembilan,Seremban,44
20/2/2014,1:00PM,Negeri Sembilan,Port Dickson,45
20/2/2014,1:00PM,Melaka,Bukit Rambai,52
20/2/2014,1:00PM,Melaka,Bandaraya Melaka,49
20/2/2014,1:00PM,Johor,Pasir Gudang,38
20/2/2014,1:00PM,Johor,Larkin Lama,48
20/2/2014,1:00PM,Johor,Muar,51
20/2/2014,1:00PM,Johor,Kota Tinggi,29
20/2/2014,1:00PM,Kelantan,Tanah Merah ,51
20/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",24
20/2/2014,1:00PM,Terengganu,Kemaman,42
20/2/2014,1:00PM,Terengganu,Paka,31
20/2/2014,1:00PM,Pahang,Jerantut,26
20/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",34
20/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",53
20/2/2014,1:00PM,Sarawak,Kuching,27
20/2/2014,1:00PM,Sarawak,Sibu,41
20/2/2014,1:00PM,Sarawak,Bintulu,32
20/2/2014,1:00PM,Sarawak,Miri,28
20/2/2014,1:00PM,Sarawak,ILP Miri,35
20/2/2014,1:00PM,Sarawak,Sarikei,28
20/2/2014,1:00PM,Sarawak,Limbang,33
20/2/2014,1:00PM,Sarawak,Samarahan,35
20/2/2014,1:00PM,Sarawak,Sri Aman,33
20/2/2014,1:00PM,Sarawak,Kapit,43
20/2/2014,1:00PM,Sabah,Kota Kinabalu,41
20/2/2014,1:00PM,Sabah,Tawau,37
20/2/2014,1:00PM,Sabah,Keningau,31
20/2/2014,1:00PM,Sabah,Sandakan,36
21/2/2014,1:00PM,Perlis,Kangar,54
21/2/2014,1:00PM,Kedah,Langkawi,36
21/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",65
21/2/2014,1:00PM,Pulau Pinang,USM,64
21/2/2014,1:00PM,Pulau Pinang,Perai,58
21/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",53
21/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",50
21/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",53
21/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",52
21/2/2014,1:00PM,Perak,Seri Manjung,47
21/2/2014,1:00PM,Perak,Tanjung Malim,53
21/2/2014,1:00PM,Selangor,Pelabuhan Kelang,66
21/2/2014,1:00PM,Selangor,Petaling Jaya,53
21/2/2014,1:00PM,Selangor,Banting,62
21/2/2014,1:00PM,Selangor,Shah Alam,58
21/2/2014,1:00PM,Selangor,Kuala Selangor,47
21/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",37
21/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",36
21/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,39
21/2/2014,1:00PM,Wilayah Persekutuan,Labuan,40
21/2/2014,1:00PM,Negeri Sembilan,Nilai,42
21/2/2014,1:00PM,Negeri Sembilan,Seremban,29
21/2/2014,1:00PM,Negeri Sembilan,Port Dickson,36
21/2/2014,1:00PM,Melaka,Bukit Rambai,55
21/2/2014,1:00PM,Melaka,Bandaraya Melaka,41
21/2/2014,1:00PM,Johor,Pasir Gudang,39
21/2/2014,1:00PM,Johor,Larkin Lama,40
21/2/2014,1:00PM,Johor,Muar,44
21/2/2014,1:00PM,Johor,Kota Tinggi,30
21/2/2014,1:00PM,Kelantan,Tanah Merah ,34
21/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",26
21/2/2014,1:00PM,Terengganu,Kemaman,41
21/2/2014,1:00PM,Terengganu,Paka,29
21/2/2014,1:00PM,Pahang,Jerantut,21
21/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",30
21/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",64
21/2/2014,1:00PM,Sarawak,Kuching,24
21/2/2014,1:00PM,Sarawak,Sibu,53
21/2/2014,1:00PM,Sarawak,Bintulu,45
21/2/2014,1:00PM,Sarawak,Miri,34
21/2/2014,1:00PM,Sarawak,ILP Miri,50
21/2/2014,1:00PM,Sarawak,Sarikei,44
21/2/2014,1:00PM,Sarawak,Limbang,41
21/2/2014,1:00PM,Sarawak,Samarahan,29
21/2/2014,1:00PM,Sarawak,Sri Aman,34
21/2/2014,1:00PM,Sarawak,Kapit,33
21/2/2014,1:00PM,Sabah,Kota Kinabalu,48
21/2/2014,1:00PM,Sabah,Tawau,37
21/2/2014,1:00PM,Sabah,Keningau,33
21/2/2014,1:00PM,Sabah,Sandakan,43
22/2/2014,1:00PM,Perlis,Kangar,49
22/2/2014,1:00PM,Kedah,Langkawi,37
22/2/2014,1:00PM,Kedah,Alor Setar,31
22/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",54
22/2/2014,1:00PM,Pulau Pinang,USM,57
22/2/2014,1:00PM,Pulau Pinang,Perai,44
22/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",48
22/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",47
22/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",42
22/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",43
22/2/2014,1:00PM,Perak,Seri Manjung,35
22/2/2014,1:00PM,Selangor,Pelabuhan Kelang,67
22/2/2014,1:00PM,Selangor,Petaling Jaya,42
22/2/2014,1:00PM,Selangor,Banting,54
22/2/2014,1:00PM,Selangor,Shah Alam,49
22/2/2014,1:00PM,Selangor,Kuala Selangor,35
22/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",37
22/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",31
22/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,29
22/2/2014,1:00PM,Wilayah Persekutuan,Labuan,40
22/2/2014,1:00PM,Negeri Sembilan,Nilai,38
22/2/2014,1:00PM,Negeri Sembilan,Seremban,29
22/2/2014,1:00PM,Negeri Sembilan,Port Dickson,59
22/2/2014,1:00PM,Melaka,Bukit Rambai,56
22/2/2014,1:00PM,Melaka,Bandaraya Melaka,36
22/2/2014,1:00PM,Johor,Pasir Gudang,42
22/2/2014,1:00PM,Johor,Larkin Lama,42
22/2/2014,1:00PM,Johor,Muar,32
22/2/2014,1:00PM,Johor,Kota Tinggi,34
22/2/2014,1:00PM,Kelantan,Tanah Merah ,43
22/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",28
22/2/2014,1:00PM,Terengganu,Kemaman,43
22/2/2014,1:00PM,Terengganu,Paka,28
22/2/2014,1:00PM,Pahang,Jerantut,25
22/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",39
22/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",54
22/2/2014,1:00PM,Sarawak,Kuching,44
22/2/2014,1:00PM,Sarawak,Sibu,49
22/2/2014,1:00PM,Sarawak,Bintulu,38
22/2/2014,1:00PM,Sarawak,Miri,34
22/2/2014,1:00PM,Sarawak,ILP Miri,54
22/2/2014,1:00PM,Sarawak,Sarikei,51
22/2/2014,1:00PM,Sarawak,Limbang,41
22/2/2014,1:00PM,Sarawak,Samarahan,45
22/2/2014,1:00PM,Sarawak,Sri Aman,42
22/2/2014,1:00PM,Sarawak,Kapit,40
22/2/2014,1:00PM,Sabah,Kota Kinabalu,46
22/2/2014,1:00PM,Sabah,Tawau,38
22/2/2014,1:00PM,Sabah,Keningau,32
22/2/2014,1:00PM,Sabah,Sandakan,36
23/2/2014,1:00PM,Perlis,Kangar,52
23/2/2014,1:00PM,Kedah,Langkawi,49
23/2/2014,1:00PM,Kedah,Alor Setar,47
23/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",57
23/2/2014,1:00PM,Pulau Pinang,USM,62
23/2/2014,1:00PM,Pulau Pinang,Perai,59
23/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",53
23/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",44
23/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",56
23/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",45
23/2/2014,1:00PM,Perak,Seri Manjung,31
23/2/2014,1:00PM,Perak,Tanjung Malim,58
23/2/2014,1:00PM,Selangor,Pelabuhan Kelang,76
23/2/2014,1:00PM,Selangor,Petaling Jaya,38
23/2/2014,1:00PM,Selangor,Banting,66
23/2/2014,1:00PM,Selangor,Shah Alam,51
23/2/2014,1:00PM,Selangor,Kuala Selangor,30
23/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",42
23/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",46
23/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,43
23/2/2014,1:00PM,Wilayah Persekutuan,Labuan,40
23/2/2014,1:00PM,Negeri Sembilan,Nilai,49
23/2/2014,1:00PM,Negeri Sembilan,Seremban,40
23/2/2014,1:00PM,Negeri Sembilan,Port Dickson,45
23/2/2014,1:00PM,Melaka,Bukit Rambai,50
23/2/2014,1:00PM,Melaka,Bandaraya Melaka,41
23/2/2014,1:00PM,Johor,Pasir Gudang,45
23/2/2014,1:00PM,Johor,Larkin Lama,41
23/2/2014,1:00PM,Johor,Muar,41
23/2/2014,1:00PM,Johor,Kota Tinggi,37
23/2/2014,1:00PM,Kelantan,Tanah Merah ,50
23/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",37
23/2/2014,1:00PM,Terengganu,Kemaman,50
23/2/2014,1:00PM,Terengganu,Paka,33
23/2/2014,1:00PM,Terengganu,Kuala Terengganu,34
23/2/2014,1:00PM,Pahang,Jerantut,35
23/2/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",29
23/2/2014,1:00PM,Pahang,"Balok Baru, Kuantan",56
23/2/2014,1:00PM,Sarawak,Kuching,34
23/2/2014,1:00PM,Sarawak,Bintulu,54
23/2/2014,1:00PM,Sarawak,Miri,34
23/2/2014,1:00PM,Sarawak,ILP Miri,44
23/2/2014,1:00PM,Sarawak,Sarikei,50
23/2/2014,1:00PM,Sarawak,Limbang,35
23/2/2014,1:00PM,Sarawak,Samarahan,42
23/2/2014,1:00PM,Sarawak,Sri Aman,43
23/2/2014,1:00PM,Sarawak,Kapit,40
23/2/2014,1:00PM,Sabah,Kota Kinabalu,45
23/2/2014,1:00PM,Sabah,Tawau,35
23/2/2014,1:00PM,Sabah,Keningau,30
23/2/2014,1:00PM,Sabah,Sandakan,33
